Unnamed: 0,STATE/UT,DISTRICT,Year,Complain,Risk Level
7886,NAGALAND,KIPHIRE,2011,wife humiliated without fair reason,Medium
7887,NAGALAND,KOHIMA,2011,husband insulted wife for speaking out,Low
7888,NAGALAND,LONGLENG,2011,wife excluded from family conversations,Medium
7889,NAGALAND,MOKOKCHUNG,2011,husband insulted wife about her work,Low
7890,NAGALAND,MON,2011,wife denied her happiness every day,Medium
7891,NAGALAND,PEREN,2011,husband insulted wife harshly in arguments,Low
7892,NAGALAND,PHEK,2011,wife humiliated with public insults,Medium
7893,NAGALAND,TUENSANG,2011,husband insulted wife in front of guests daily,Low
7894,NAGALAND,WOKHA,2011,wife excluded from gatherings often,Medium
7895,NAGALAND,ZUNHEBOTO,2011,husband insulted wife without cause daily,Low
7896,NAGALAND,TOTAL,2011,wife humiliated during household chores,Medium
7897,ODISHA,ANGUL,2011,husband insulted wife in anger every day,Low
7898,ODISHA,BALASORE,2011,wife denied peace at home constantly,Medium
7899,ODISHA,BARAGARH,2011,husband insulted wife about her opinions,Low
7900,ODISHA,BERHAMPUR,2011,wife excluded from making household choices,Medium
7901,ODISHA,BHADRAK,2011,husband insulted wife before relatives daily,Low
7902,ODISHA,BOLANGIR,2011,wife humiliated during meals,Medium
7903,ODISHA,BOUDH,2011,husband insulted wife harshly in meetings,Low
7904,ODISHA,CUTTACK,2011,wife excluded from outings daily,Medium
7905,ODISHA,DCP BBSR,2011,husband insulted wife at public functions,Low
7906,ODISHA,DCP CTC,2011,wife humiliated without relief,Medium
7907,ODISHA,DEOGARH,2011,husband insulted wife constantly in gatherings,Low
7908,ODISHA,DHENKANAL,2011,wife excluded from decisions about travel,Medium
7909,ODISHA,GAJAPATI,2011,husband insulted wife during family talks,Low
7910,ODISHA,GANJAM,2011,wife humiliated unfairly every evening,Medium
7911,ODISHA,JAGATSINGHPUR,2011,husband insulted wife cruelly during meals,Low
7912,ODISHA,JAJPUR,2011,wife excluded from social life constantly,Medium
7913,ODISHA,JHARSUGUDA,2011,husband insulted wife again during festivals,Low
7914,ODISHA,KALAHANDI,2011,wife humiliated continuously every day,Medium
7915,ODISHA,KANDHAMAL,2011,husband insulted wife harshly in the morning,Low
7916,ODISHA,KENDRAPARA,2011,wife denied voice in decisions,Medium
7917,ODISHA,KEONJHAR,2011,husband insulted wife at workplace meetings,Low
7918,ODISHA,KHURDA,2011,wife humiliated in daily conversations,Medium
7919,ODISHA,KORAPUT,2011,husband insulted wife again without reason,Low
7920,ODISHA,MALKANGIR,2011,wife excluded from all financial matters,Medium
7921,ODISHA,MAYURBHANJ,2011,husband insulted wife daily at night,Low
7922,ODISHA,NAYAGARH,2011,wife humiliated unfairly at gatherings,Medium
7923,ODISHA,NOWRANGPUR,2011,husband insulted wife in front of family always,Low
7924,ODISHA,NUAPADA,2011,wife denied her own respect,Medium
7925,ODISHA,PURI,2011,husband insulted wife cruelly when drunk,Low
7926,ODISHA,RAYAGADA,2011,wife excluded from home events constantly,Medium
7927,ODISHA,ROURKELA,2011,husband insulted wife loudly every day,Low
7928,ODISHA,SAMBALPUR,2011,wife humiliated when speaking out,Medium
7929,ODISHA,SONEPUR,2011,husband insulted wife during holidays,Low
7930,ODISHA,SRP(CUTTACK),2011,wife excluded from property rights,Medium
7931,ODISHA,SRP(ROURKELA),2011,husband insulted wife unfairly every night,Low
7932,ODISHA,SUNDARGARH,2011,wife humiliated in arguments daily,Low
7933,ODISHA,TOTAL,2011,husband insulted wife repeatedly at dinners,Low
7934,PUNJAB,AMRITSAR,2011,wife excluded from family parties,Medium
7935,PUNJAB,BARNALA,2011,husband insulted wife cruelly every evening,Low
7936,PUNJAB,BATALA,2011,wife humiliated harshly before relatives,Medium
7937,PUNJAB,BHATINDA,2011,husband insulted wife during special occasions,Low
7938,PUNJAB,CP AMRITSAR,2011,wife excluded from all discussions,Medium
7939,PUNJAB,CP JALANDHAR,2011,husband insulted wife about her cooking daily,Low
7940,PUNJAB,CP LUDHIANA,2011,wife humiliated in front of everyone,Medium
7941,PUNJAB,FARIDKOT,2011,husband insulted wife unfairly at home,Low
7942,PUNJAB,FATEHGARH SAHIB,2011,wife excluded from her own choices daily,Medium
7943,PUNJAB,FAZILKA,2011,husband insulted wife brutally in gatherings,Low
7944,PUNJAB,FEROZPUR,2011,wife humiliated constantly by insults,Medium
7945,PUNJAB,G.R.P,2011,husband insulted wife daily about money,Low
7946,PUNJAB,GURDASPUR,2011,wife excluded from any say in marriage,Medium
7947,PUNJAB,HOSHIARPUR,2011,husband insulted wife harshly at family events,Low
7948,PUNJAB,JALANDHAR,2011,wife humiliated during every argument,Low
7949,PUNJAB,KAPURTHALA,2011,husband insulted wife at religious events,Low
7950,PUNJAB,KHANNA,2011,wife excluded from social functions,Medium
7951,PUNJAB,LUDHIANA,2011,husband insulted wife again during meals daily,Low
7952,PUNJAB,MANSA,2011,wife humiliated constantly in front of others,Medium
7953,PUNJAB,MOGA,2011,husband insulted wife cruelly without cause,Low
7954,PUNJAB,MUKTSAR,2011,wife excluded from financial rights,Medium
7955,PUNJAB,PATHANKOT,2011,husband insulted wife harshly at meetings,Low
7956,PUNJAB,PATIALA,2011,wife humiliated daily at work parties,Medium
7957,PUNJAB,ROPAR,2011,husband insulted wife again before family,Low
7958,PUNJAB,SANGRUR,2011,wife excluded from choices about life,Medium
7959,PUNJAB,SAS NGR,2011,husband insulted wife unfairly each evening,Low
7960,PUNJAB,SBS NAGAR,2011,wife humiliated with shouting daily,Medium
7961,PUNJAB,TARN TARAN,2011,husband insulted wife daily during chores,Low
7962,PUNJAB,TOTAL,2011,wife excluded from making plans,Medium
7963,RAJASTHAN,AJMER,2011,husband insulted wife cruelly at breakfast,Low
7964,RAJASTHAN,ALWAR,2011,wife humiliated endlessly by words,Medium
7965,RAJASTHAN,BANSWARA,2011,husband insulted wife without respect daily,Low
7966,RAJASTHAN,BARAN,2011,wife excluded from decisions on spending,Medium
7967,RAJASTHAN,BARMER,2011,husband insulted wife every single night,Low
7968,RAJASTHAN,BHARATPUR,2011,wife humiliated during family dinners,Medium
7969,RAJASTHAN,BHILWARA,2011,husband insulted wife constantly in public,Low
7970,RAJASTHAN,BIKANER,2011,wife excluded from discussions at home,Medium
7971,RAJASTHAN,BUNDI,2011,husband insulted wife unfairly at holidays,Low
7972,RAJASTHAN,CHITTORGARH,2011,wife humiliated daily without relief,Medium
7973,RAJASTHAN,CHURU,2011,husband insulted wife about her looks constantly,Low
7974,RAJASTHAN,DAUSA,2011,wife excluded from neighborhood events,Medium
7975,RAJASTHAN,DHOLPUR,2011,husband insulted wife at community meetings,Low
7976,RAJASTHAN,DUNGARPUR,2011,wife humiliated harshly at home,Medium
7977,RAJASTHAN,G.R.P.AJMER,2011,husband insulted wife unfairly at church,Low
7978,RAJASTHAN,G.R.P.JODHPUR,2011,wife excluded from family respect,Medium
7979,RAJASTHAN,GANGANAGAR,2011,husband insulted wife cruelly at work events,Low
7980,RAJASTHAN,HANUMANGARH,2011,wife humiliated repeatedly without cause,Medium
7981,RAJASTHAN,JAIPUR EAST,2011,husband insulted wife daily in the morning,Low
7982,RAJASTHAN,JAIPUR NORTH,2011,wife excluded from evening gatherings,Medium
7983,RAJASTHAN,JAIPUR RURAL,2011,husband insulted wife harshly at lunch,Low
7984,RAJASTHAN,JAIPUR SOUTH,2011,wife humiliated at dinner daily,Medium
7985,RAJASTHAN,JAIPUR WEST,2011,husband insulted wife cruelly at night,Low
7986,RAJASTHAN,JAISALMER,2011,wife excluded from family outings daily,Medium
7987,RAJASTHAN,JALORE,2011,husband insulted wife again during visits,Low
7988,RAJASTHAN,JHALAWAR,2011,wife humiliated endlessly without mercy,Medium
7989,RAJASTHAN,JHUNJHUNU,2011,husband insulted wife unfairly at family talks,Low
7990,RAJASTHAN,JODHPUR CITY,2011,wife excluded from birthday parties,Medium
7991,RAJASTHAN,JODHPUR RURAL,2011,husband insulted wife brutally during meals,Low
7992,RAJASTHAN,KARAULI,2011,wife humiliated unfairly at every gathering,Medium
7993,RAJASTHAN,KOTA CITY,2011,husband insulted wife cruelly at family events,Low
7994,RAJASTHAN,KOTA RURAL,2011,wife excluded from every joyful event,Medium
7995,RAJASTHAN,NAGAUR,2011,husband insulted wife again during discussions,Low
7996,RAJASTHAN,PALI,2011,wife humiliated at every festival,Medium
7997,RAJASTHAN,PRATAPGARH,2011,husband insulted wife unfairly at outings,Low
7998,RAJASTHAN,RAJSAMAND,2011,wife excluded from financial control,Medium
7999,RAJASTHAN,SAWAI MADHOPUR,2011,husband insulted wife cruelly when angry,Low
8000,RAJASTHAN,SIKAR,2011,wife humiliated constantly in gatherings,Medium
8001,RAJASTHAN,SIROHI,2011,husband insulted wife daily in front of friends,Low
8002,RAJASTHAN,TONK,2011,wife excluded from property documents,Medium
8003,RAJASTHAN,UDAIPUR,2011,husband insulted wife during visits daily,Low
8004,RAJASTHAN,TOTAL,2011,wife humiliated harshly in private,Medium
8005,SIKKIM,EAST,2011,husband insulted wife unfairly before relatives,Low
8006,SIKKIM,NORTH,2011,wife excluded from her salary,Medium
8007,SIKKIM,SOUTH,2011,husband insulted wife cruelly during arguments,Low
8008,SIKKIM,WEST,2011,wife humiliated repeatedly in gatherings,Medium
8009,SIKKIM,TOTAL,2011,husband insulted wife daily before neighbors,Low
8010,TAMIL NADU,ARIYALUR,2011,wife excluded from family conversations daily,Medium
8011,TAMIL NADU,CHENNAI,2011,husband insulted wife in front of children daily,Low
8012,TAMIL NADU,CHENNAI RLY.,2011,wife humiliated unfairly with harsh words,Medium
8013,TAMIL NADU,COIMBATORE RURAL,2011,husband insulted wife at every meal,Low
8014,TAMIL NADU,COIMBATORE URBAN,2011,wife excluded from home decisions daily,Medium
8015,TAMIL NADU,CUDDALORE,2011,husband insulted wife cruelly in gatherings daily,Low
8016,TAMIL NADU,DHARMAPURI,2011,wife humiliated endlessly in private,Medium
8017,TAMIL NADU,DINDIGUL,2011,husband insulted wife daily during chores,Low
8018,TAMIL NADU,ERODE,2011,wife excluded from family occasions constantly,Medium
8019,TAMIL NADU,KANCHIPURAM,2011,husband insulted wife unfairly with insults,Low
8020,TAMIL NADU,KANYAKUMARI,2011,wife humiliated constantly in front of family,Medium
8021,TAMIL NADU,KARUR,2011,husband insulted wife again daily,Low
8022,TAMIL NADU,KRISHNAGIRI,2011,wife excluded from her freedom daily,Medium
8023,TAMIL NADU,MADURAI RURAL,2011,husband insulted wife brutally in private,Low
8024,TAMIL NADU,MADURAI URBAN,2011,wife humiliated during home gatherings,Medium
8025,TAMIL NADU,NAGAPATTINAM,2011,husband insulted wife harshly without pause,Low
8026,TAMIL NADU,NAMAKKAL,2011,wife excluded from important talks daily,Medium
8027,TAMIL NADU,NILGIRIS,2011,husband insulted wife daily with shouting,Low
8028,TAMIL NADU,PERAMBALUR,2011,wife humiliated repeatedly every night,Medium
8029,TAMIL NADU,PUDUKOTTAI,2011,husband insulted wife cruelly during meals daily,Low
8030,TAMIL NADU,RAMNATHAPURAM,2011,wife excluded from family life constantly,Medium
8031,TAMIL NADU,SALEM RURAL,2011,husband insulted wife daily in gatherings,Low
8032,TAMIL NADU,SALEM URBAN,2011,wife humiliated endlessly every day,Medium
8033,TAMIL NADU,SIVAGANGAI,2011,husband shouted at wife during arguments daily,Low
8034,TAMIL NADU,THANJAVUR,2011,wife humiliated at every social event,Medium
8035,TAMIL NADU,THENI,2011,husband insulted wife repeatedly in front of family,Low
8036,TAMIL NADU,THIRUNELVELI RURAL,2011,wife denied her freedom every day,Medium
8037,TAMIL NADU,THIRUNELVELI URBAN,2011,husband insulted wife at morning breakfast,Low
8038,TAMIL NADU,THIRUVALLUR,2011,wife humiliated during community meetings,Medium
8039,TAMIL NADU,THIRUVANNAMALAI,2011,husband insulted wife cruelly in front of neighbors,Low
8040,TAMIL NADU,THIRUVARUR,2011,wife excluded from family planning talks,Medium
8041,TAMIL NADU,THOOTHUGUDI,2011,husband insulted wife daily at gatherings,Low
8042,TAMIL NADU,TIRUPPUR,2011,wife humiliated with constant insults,Medium
8043,TAMIL NADU,TRICHY RLY.,2011,husband insulted wife harshly at home daily,Low
8044,TAMIL NADU,TRICHY RURAL,2011,wife excluded from speaking freely,Medium
8045,TAMIL NADU,TRICHY URBAN,2011,husband insulted wife unfairly in front of relatives,Low
8046,TAMIL NADU,VELLORE,2011,wife humiliated repeatedly every day,Medium
8047,TAMIL NADU,VILLUPURAM,2011,husband insulted wife cruelly when guests visited,Low
8048,TAMIL NADU,VIRUDHUNAGAR,2011,wife excluded from decisions on spending money,Medium
8049,TAMIL NADU,TOTAL,2011,husband insulted wife daily in front of children,Low
8050,TRIPURA,DHALAI,2011,wife humiliated unfairly at home,Medium
8051,TRIPURA,GRP,2011,husband insulted wife again during dinner,Low
8052,TRIPURA,NORTH,2011,wife excluded from financial choices daily,Medium
8053,TRIPURA,SOUTH,2011,husband insulted wife at public gatherings,Low
8054,TRIPURA,WEST,2011,wife humiliated constantly without reason,Medium
8055,TRIPURA,TOTAL,2011,husband insulted wife cruelly during parties,Low
8056,UTTAR PRADESH,AGRA,2011,wife excluded from family celebrations,Medium
8057,UTTAR PRADESH,ALIGARH,2011,husband insulted wife daily in social events,Low
8058,UTTAR PRADESH,ALLAHABAD,2011,wife humiliated with angry shouting,Medium
8059,UTTAR PRADESH,AMBEDKAR NAGAR,2011,husband insulted wife harshly at community events,Low
8060,UTTAR PRADESH,AURAIYA,2011,wife excluded from her own life decisions,Medium
8061,UTTAR PRADESH,AZAMGARH,2011,husband insulted wife unfairly during ceremonies,Low
8062,UTTAR PRADESH,BADAUN,2011,wife humiliated every morning by insults,Medium
8063,UTTAR PRADESH,BAGHPAT,2011,husband insulted wife cruelly during holidays,Low
8064,UTTAR PRADESH,BAHRAICH,2011,wife excluded from important events daily,Medium
8065,UTTAR PRADESH,BALLIA,2011,husband insulted wife daily in private arguments,Low
8066,UTTAR PRADESH,BALRAMPUR,2011,wife humiliated endlessly without relief,Medium
8067,UTTAR PRADESH,BANDA,2011,husband insulted wife harshly during gatherings,Low
8068,UTTAR PRADESH,BARABANKI,2011,wife excluded from family happiness,Medium
8069,UTTAR PRADESH,BAREILLY,2011,husband insulted wife unfairly at meals daily,Low
8070,UTTAR PRADESH,BASTI,2011,wife humiliated every night with shouting,Medium
8071,UTTAR PRADESH,BHIM NAGAR,2011,husband insulted wife cruelly at church,Low
8072,UTTAR PRADESH,BIJNOR,2011,wife excluded from household discussions daily,Medium
8073,UTTAR PRADESH,BULANDSHAHAR,2011,husband insulted wife daily with no reason,Low
8074,UTTAR PRADESH,CHANDOLI,2011,wife humiliated with loud insults,Medium
8075,UTTAR PRADESH,CHITRAKOOT DHAM,2011,husband insulted wife harshly every morning,Low
8076,UTTAR PRADESH,CSM NAGAR,2011,wife excluded from property rights daily,Medium
8077,UTTAR PRADESH,DEORIA,2011,husband insulted wife cruelly at breakfast,Low
8078,UTTAR PRADESH,ETAH,2011,wife humiliated daily at lunch,Medium
8079,UTTAR PRADESH,ETAWAH,2011,husband insulted wife unfairly during family visits,Low
8080,UTTAR PRADESH,FAIZABAD,2011,wife excluded from social respect,Medium
8081,UTTAR PRADESH,FATEHGARH,2011,husband insulted wife daily in public places,Low
8082,UTTAR PRADESH,FATEHPUR,2011,wife humiliated constantly at home,Medium
8083,UTTAR PRADESH,FIROZABAD,2011,husband insulted wife harshly during dinner,Low
8084,UTTAR PRADESH,G.R.P.,2011,wife excluded from gatherings regularly,Medium
8085,UTTAR PRADESH,GAUTAMBUDH NAGAR,2011,husband insulted wife unfairly at parties,Low
8086,UTTAR PRADESH,GHAZIABAD,2011,wife humiliated at evening meals,Medium
8087,UTTAR PRADESH,GHAZIPUR,2011,husband insulted wife cruelly at social events,Low
8088,UTTAR PRADESH,GONDA,2011,wife excluded from family outings regularly,Medium
8089,UTTAR PRADESH,GORAKHPUR,2011,husband insulted wife daily at celebrations,Low
8090,UTTAR PRADESH,HAMIRPUR,2011,wife humiliated without cause every day,Medium
8091,UTTAR PRADESH,HARDOI,2011,husband insulted wife harshly during visits,Low
8092,UTTAR PRADESH,HATHRAS,2011,wife excluded from her freedom to speak,Medium
8093,UTTAR PRADESH,J.P.NAGAR,2011,husband insulted wife unfairly at dinners,Low
8094,UTTAR PRADESH,JALAUN,2011,wife humiliated constantly in front of relatives,Medium
8095,UTTAR PRADESH,JAUNPUR,2011,husband insulted wife daily with abusive words,Low
8096,UTTAR PRADESH,JHANSI,2011,wife excluded from decision making always,Medium
8097,UTTAR PRADESH,KANNAUJ,2011,husband insulted wife cruelly during meetings,Low
8098,UTTAR PRADESH,KANPUR NAGAR,2011,wife humiliated harshly every evening,Medium
8099,UTTAR PRADESH,KANSHIRAM NAGAR,2011,husband insulted wife unfairly during holidays,Low
8100,UTTAR PRADESH,KAUSHAMBI,2011,wife excluded from discussions with family,Medium
8101,UTTAR PRADESH,KHIRI,2011,husband insulted wife daily in social circles,Low
8102,UTTAR PRADESH,KUSHI NAGAR,2011,wife humiliated endlessly during meals,Medium
8103,UTTAR PRADESH,LALITPUR,2011,husband insulted wife harshly at public dinners,Low
8104,UTTAR PRADESH,LUCKNOW,2011,wife excluded from her personal rights,Medium
8105,UTTAR PRADESH,MAHARAJGANJ,2011,husband insulted wife unfairly in gatherings,Low
8106,UTTAR PRADESH,MAHOBA,2011,wife humiliated at every outing,Medium
8107,UTTAR PRADESH,MAINPURI,2011,husband insulted wife daily at family dinners,Low
8108,UTTAR PRADESH,MATHURA,2011,wife excluded from all choices,Medium
8109,UTTAR PRADESH,MAU,2011,husband insulted wife cruelly when angry daily,Low
8110,UTTAR PRADESH,MEERUT,2011,wife humiliated unfairly at celebrations,Medium
8111,UTTAR PRADESH,MIRZAPUR,2011,husband insulted wife harshly during special days,Low
8112,UTTAR PRADESH,MORADABAD,2011,wife excluded from her own marriage life,Medium
8113,UTTAR PRADESH,MUZAFFARNAGAR,2011,husband insulted wife daily at parties,Low
8114,UTTAR PRADESH,PANCHSHIL NAGAR,2011,wife humiliated harshly in private rooms,Medium
8115,UTTAR PRADESH,PILIBHIT,2011,husband insulted wife unfairly in public,Low
8116,UTTAR PRADESH,PRABUDDH NAGAR,2011,wife excluded from decisions constantly,Medium
8117,UTTAR PRADESH,PRATAPGARH,2011,husband insulted wife daily during chores,Low
8118,UTTAR PRADESH,RAIBAREILLY,2011,wife humiliated constantly at gatherings,Medium
8119,UTTAR PRADESH,RAMABAI NAGAR,2011,husband insulted wife cruelly during dinners,Low
8120,UTTAR PRADESH,RAMPUR,2011,wife excluded from social activities daily,Medium
8121,UTTAR PRADESH,SAHARANPUR,2011,husband insulted wife unfairly with harsh words,Low
8122,UTTAR PRADESH,SANT KABIRNAGAR,2011,wife humiliated endlessly at events,Medium
8123,UTTAR PRADESH,SHAHJAHANPUR,2011,husband insulted wife daily harshly at home,Low
8124,UTTAR PRADESH,SHRAWASTI,2011,wife excluded from joyful moments,Medium
8125,UTTAR PRADESH,SIDHARTHNAGAR,2011,husband insulted wife unfairly every morning,Low
8126,UTTAR PRADESH,SITAPUR,2011,wife humiliated in front of relatives often,Medium
8127,UTTAR PRADESH,SONBHADRA,2011,husband insulted wife cruelly with shouting,Low
8128,UTTAR PRADESH,ST.RAVIDASNAGAR,2011,wife excluded from family outings always,Medium
8129,UTTAR PRADESH,SULTANPUR,2011,husband insulted wife daily at work events,Low
